"","state","cod","cod_format","cod_type","date","obs","population","pred","lwr","upr","excess","obs_rate","pred_rate","lwr_rate","upr_rate","excess_rate"
"1","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-01-19,85,38586706,82.9076616432807,66,101,2.09233835671932,0.220283120305734,0.214860687106281,0.1710433640021,0.261748178245637,0.005422433199453
"2","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-01-26,81,38586706,82.7087918021358,65,101,-1.70879180213581,0.209916855820759,0.214345302763433,0.168451797880856,0.261748178245637,-0.00442844694267452
"3","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-02,78,38586706,82.5028527227664,65,101,-4.50285272276641,0.202142157457027,0.213811598022299,0.168451797880856,0.261748178245637,-0.0116694405652724
"4","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-09,69,38586706,82.2935084178538,65,101,-13.2935084178538,0.178818062365831,0.213269068414012,0.168451797880856,0.261748178245637,-0.0344510060481808
"5","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-16,72,38586706,82.0844426354165,64,100,-10.0844426354165,0.186592760729563,0.212727260615136,0.165860231759612,0.259156612124393,-0.0261344998855733
"6","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-23,72,38586706,81.8793046385863,65,100,-9.87930463858631,0.186592760729563,0.212195631932372,0.168451797880856,0.259156612124393,-0.0256028712028083
"7","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-02,75,38586706,81.6816573721365,64,100,-6.68165737213646,0.194367459093295,0.211683415972684,0.165860231759612,0.259156612124393,-0.0173159568793886
"8","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-09,80,38586706,81.4949286858114,64,100,-1.49492868581143,0.207325289699515,0.211199496235339,0.165860231759612,0.259156612124393,-0.00387420653582462
"9","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-16,85,38586706,81.3223661362366,64,100,3.67763386376343,0.220283120305734,0.210752288978066,0.165860231759612,0.259156612124393,0.00953083132766874
"10","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-23,83,38586706,81.166995746324,64,99,1.83300425367604,0.215099988063246,0.210349636339324,0.165860231759612,0.256565046003149,0.00475035172392284
"11","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-30,89,38586706,81.0315849703524,63,99,7.96841502964762,0.23064938479071,0.209998710359864,0.163268665638368,0.256565046003149,0.0206506744308457
"12","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-06,89,38586706,80.9186099995569,64,99,8.08139000044305,0.23064938479071,0.209705928253002,0.165860231759612,0.256565046003149,0.0209434565377077
"13","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-13,89,38586706,80.8302274508862,63,99,8.1697725491138,0.23064938479071,0.209476879034158,0.163268665638368,0.256565046003149,0.021172505756552
"14","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-20,87,38586706,80.7682504126877,64,99,6.23174958731234,0.225466252548222,0.209316261441668,0.165860231759612,0.256565046003149,0.0161499911065545
"15","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-27,88,38586706,80.7341287760756,63,99,7.26587122392442,0.228057818669466,0.209227832964222,0.163268665638368,0.256565046003149,0.0188299857052437
"16","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-05-04,83,38586706,80.7289337587021,64,99,2.27106624129793,0.215099988063246,0.209214369733198,0.165860231759612,0.256565046003149,0.00588561833004852
"17","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-05-11,84,38586706,80.7533465264548,64,99,3.24665347354517,0.21769155418449,0.209277637035032,0.165860231759612,0.256565046003149,0.00841391714945859
"18","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-05-18,83,38586706,80.8076508349285,64,99,2.19234916507152,0.215099988063246,0.20941837024111,0.165860231759612,0.256565046003149,0.00568161782213677
"19","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-05-25,85,38586706,80.8917296422399,64,100,4.10827035776011,0.220283120305734,0.209636266029653,0.165860231759612,0.259156612124393,0.0106468542760818
"20","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-06-01,85,38586706,81.0050656830598,63,99,3.99493431694022,0.220283120305734,0.209929983873357,0.163268665638368,0.256565046003149,0.010353136432377
"21","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-06-08,84,38586706,81.1467460354129,64,99,2.8532539645871,0.21769155418449,0.210297157874562,0.165860231759612,0.256565046003149,0.00739439630992886
"22","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-06-15,84,38586706,81.3154707514672,64,100,2.68452924853281,0.21769155418449,0.210734419132504,0.165860231759612,0.259156612124393,0.00695713505198607
