"","state","cod","cod_format","cod_type","date","obs","population","pred","lwr","upr","excess","obs_rate","pred_rate","lwr_rate","upr_rate","excess_rate","model"
"1","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-01-19,85,38586706,83.5044150858272,66,102,1.49558491417278,0.220283120305734,0.216407213110721,0.1710433640021,0.264339744366881,0.00387590719501369,"model 1"
"2","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-01-26,81,38586706,83.2927400453715,66,102,-2.29274004537152,0.209916855820759,0.215858643247163,0.1710433640021,0.264339744366881,-0.0059417874264041,"model 1"
"3","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-02,78,38586706,83.074374294478,65,102,-5.07437429447801,0.202142157457027,0.215292733965107,0.168451797880856,0.264339744366881,-0.0131505765080803,"model 1"
"4","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-09,69,38586706,82.8530005720026,66,101,-13.8530005720026,0.178818062365831,0.214719029325806,0.1710433640021,0.261748178245637,-0.0359009669599748,"model 1"
"5","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-16,72,38586706,82.6323153255174,65,101,-10.6323153255174,0.186592760729563,0.214147108917557,0.168451797880856,0.261748178245637,-0.0275543481879937,"model 1"
"6","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-02-23,72,38586706,82.4159744897615,65,101,-10.4159744897615,0.186592760729563,0.21358644733697,0.168451797880856,0.261748178245637,-0.026993686607407,"model 1"
"7","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-02,75,38586706,82.2075417509469,65,101,-7.20754175094692,0.194367459093295,0.2130462801125,0.168451797880856,0.261748178245637,-0.0186788210192052,"model 1"
"8","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-09,80,38586706,82.0104399549224,65,100,-2.01043995492236,0.207325289699515,0.212535477775487,0.168451797880856,0.259156612124393,-0.00521018807597197,"model 1"
"9","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-16,85,38586706,81.827906168438,64,100,3.17209383156204,0.220283120305734,0.212062429398451,0.165860231759612,0.259156612124393,0.00822069090728303,"model 1"
"10","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-23,83,38586706,81.6629507601206,64,100,1.33704923987945,0.215099988063246,0.21163493655074,0.165860231759612,0.259156612124393,0.00346505151250653,"model 1"
"11","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-03-30,89,38586706,81.518320737838,64,100,7.48167926216205,0.23064938479071,0.211260118284878,0.165860231759612,0.259156612124393,0.0193892665058325,"model 1"
"12","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-06,89,38586706,81.3964674670361,64,99,7.60353253296391,0.23064938479071,0.210944327476505,0.165860231759612,0.256565046003149,0.0197050573142053,"model 1"
"13","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-13,89,38586706,81.2995188040194,64,100,7.70048119598056,0.23064938479071,0.210693078605931,0.165860231759612,0.259156612124393,0.0199563061847792,"model 1"
"14","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-20,87,38586706,81.2292556109677,64,99,5.77074438903227,0.225466252548222,0.210510986895248,0.165860231759612,0.256565046003149,0.0149552656529746,"model 1"
"15","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-04-27,88,38586706,81.1870925762083,64,100,6.81290742379166,0.228057818669466,0.210401718602796,0.165860231759612,0.259156612124393,0.0176561000666697,"model 1"
"16","California","cancer_pancreas_mc_ma","Pancreatic Cancer","Multiple Cause",2014-05-04,83,38586706,81.1740632428606,64,99,1.82593675713939,0.215099988063246,0.21036795222391,0.165860231759612,0.256565046003149,0.00473203583933645,"model 1"
